Ticket Number;Subject;Status;Centros de cultivo Multi X;Centro de cultivo Aquachile;Centro de Cultivo Salmones Aysen;Department;Type;Priority;Owner;Organizations;Assigned Agent;Source;Creator;Resolved In(in minutes);First Replied At;Created At;Updated At;Closed At;Description;Categoría de Problema;Centros de cultivo Caleta Bay;Dispositivo;Radares;Dispositivo;Dispositivo;PC;Grabación de Cámaras;Proveedor de internet;C.M FALLA;Ticket Link
ORCA-AAAA-0606;perdida de conexion con centro Lin lin.;Cerrado;;;;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;853;abril 26, 2023 7:25 AM;abril 26, 2023 5:00 AM;abril 26, 2023 7:13 PM;abril 26, 2023 7:13 PM;Se informa nueva caída de la visual de centro Lin lin, cayendo a las 19:00 Hrs. Y no volviendo la señal a la hora. En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Enlace;;;;;;Startlink;;Click here to view ticket;;
ORCA-AAAA-0598;Desconexion Centro Puyuhuapi;Cerrado;;;Puyuhuapi 1;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;;Email;Central Seguridad_Say;7192;;abril 19, 2023 6:05 AM;abril 26, 2023 5:57 AM;abril 26, 2023 5:57 AM;Estimados buenas tardes, para informar la desconexión de Centro Puyuhuapi, no se pudo realizar contacto con personal de Centro, ya que hay mala señal.En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Enlace;;;;;;Startlink;;Click here to view ticket;;
ORCA-AAAA-0603;integracion de alarmas de centros en monitor 2;Cerrado;;;;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;1621;abril 25, 2023 3:25 AM;abril 25, 2023 2:55 AM;abril 26, 2023 5:56 AM;abril 26, 2023 5:56 AM;Se solicita agregar en monitor 2 menú de alarmas de todos los centros como medida precautoria en caso de inhabilidad de monitor 1, además de agregar centros faltantes en el menú de alarmas de monitor 1 los cuales son: aldachildo, Puyuhuapi, Huenquillahue y Teupa. También se solicita actualizar el nombre de radar y baterias de centro Lin Lin debido a que aun mantiene el nombre de Puelche.En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0601;Sin visual de camara en la nube centro Puyuhuapi 1;Cerrado;Puyuhuapi 1;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;;Email;Central Monitoreo Multi X;3236;;abril 22, 2023 7:10 AM;abril 26, 2023 5:55 AM;abril 26, 2023 5:55 AM;Buenas noches estimados:      Junto con saludar informo que a la hora no se tiene visual de cámara del centro Puyuhuapi 1 en lanube, favor de su ayuda para gestionar dicha inoperatividad. Adjunto imagenSin otro particular Atte.-Catarí GonzálezOperadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Central de Monitoreo;;;;;;;Grabación o visual en la nube;Click here to view ticket;;
ORCA-AAAA-0594;Error PTZ, Centro Huenquillahue;Cerrado;;;Huenquillahue;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;;Email;Central Seguridad_Say;10435;;abril 16, 2023 10:30 PM;abril 26, 2023 5:55 AM;abril 26, 2023 5:55 AM;Estimado buenas tardes, para comentar de ambas cámaras (Termal y Laser) no se puede realizar el movimiento de PTZ, eso dificulta que no se puede realizar una vuelta panorámica y tampoco se puede realizar Zoom.  En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Cámaras;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0605;Desconexion centro Lin lin y Huenquillahue.;Cerrado;;;Huenquillahue;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;269;abril 26, 2023 1:55 AM;abril 26, 2023 1:25 AM;abril 26, 2023 5:54 AM;abril 26, 2023 5:54 AM;Buenas tardes, quisiera consultar si hay alguna novedad con los centros Lin lin y Huenquillahue que aun se mantienen sin visión desde la central de monitoreo. En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Enlace;;;;;;Startlink;;Click here to view ticket;;
ORCA-AAAA-0602;Radar centro Detif;Cerrado;;;;Soporte;Problema;Alta;central monitoreo aquachile;Aquachile;Raul  Dodero;Web;central monitoreo aquachile;3234;abril 26, 2023 5:52 AM;abril 23, 2023 12:15 AM;abril 26, 2023 5:53 AM;abril 26, 2023 5:53 AM;solicito apoyo, ya que el radar del Centro Detif no carga;Radar;;;Radar 1;;;;;Click here to view ticket;;
ORCA-AAAA-0600;Planiilla  activaciones Orca no esta cargando detecciones desde inicio turno;Cerrado;;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;5657;abril 20, 2023 8:00 AM;abril 20, 2023 7:35 AM;abril 26, 2023 5:52 AM;abril 26, 2023 5:52 AM;Buenas noches estimados.Se informa que planilla de activaciones Orca no está cargando las detecciones desde inicio de turnoAtteCésar Pacheco Inzunza.Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0599;Camaras Bahia Anita;Cerrado;;;;Soporte;Problema;Alta;central monitoreo aquachile;Aquachile;Raul  Dodero;Web;central monitoreo aquachile;5858;abril 26, 2023 5:51 AM;abril 20, 2023 4:13 AM;abril 26, 2023 5:51 AM;abril 26, 2023 5:51 AM;Cámaras principal PTZ sin Visual , sin imagen.;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0591;Catalina;Cerrado;;;;Soporte;Problema;Alta;central monitoreo aquachile;Aquachile;Raul  Dodero;Web;central monitoreo aquachile;11314;abril 26, 2023 5:50 AM;abril 14, 2023 9:17 AM;abril 26, 2023 5:50 AM;abril 26, 2023 5:50 AM;Bocina exterior no operativa;Alarmas;;Bocina Exterior;;;;;;Click here to view ticket;;
ORCA-AAAA-0604;Inoperatividad Centro Bolados;Cerrado;Bolados;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;;Email;Central Monitoreo Multi X;569;;abril 25, 2023 8:20 PM;abril 26, 2023 5:49 AM;abril 26, 2023 5:49 AM;EstimadosJunto con saludarles, se informa que a la hora se pierde visual de cámaras y radares del Centro Bolados.Se realiza llamado al centro e informan con cuentan con visual en el centro.Se actualiza el sistema varias veces, permaneciendo el problema.Se realiza prueba de pin indicando 0% perdida pero un TTL=50Se adjunta prueba de ping. Se reenvía correo ya que el problema no sería de señal, ya que en el centro cuentan con visual.Les solicitamos por favor ayudarnos con dicho inconveniente.Francia ChacinOperadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Enlace;;;;;;Startlink;;Click here to view ticket;;
ORCA-AAAA-0596;Presets nuevos, Centros Lleuna, Milagro y Raliguao.;Cerrado;;;lleuna,raliguao,milagro;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;2886;abril 18, 2023 9:10 PM;abril 17, 2023 11:40 PM;abril 19, 2023 11:46 PM;abril 19, 2023 11:46 PM;Estimados buenas tardes, de 02 Presets funciona 01 preset, favor añadir estos 03 Presets en Centro Lleuna, Cámara Termal.  Y también añadir 01 Preset mas en Centro Milagro, Cámara Laser. Por último en Centro Raliguao,comentar situación de la cámara termal que no está realizando los Presets (ya teniendo los Presets), la cual se refleja como si tuviera un fallo en la cámara, se aprecia que solamente se enfoca a un lugar en especifico y realizando un movimiento inusual, se adjunta video al respecto.Imagen del preset en donde realizar el movimiento inusual.En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0593;Centro Huenquillahue sin Visual.;Cerrado;;;Huenquillahue;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;;Email;Central Seguridad_Say;4305;;abril 15, 2023 11:25 PM;abril 19, 2023 11:45 PM;abril 19, 2023 11:45 PM;Estimados buenas tardes, siendo las 13:15 Hrs, se pierde visual de Centro Huenquillahue.Baterías se encuentran al 100% y no se puede realizar ping de conectividad ya que no tenemos el IP. En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Enlace;;;;;;Startlink;;Click here to view ticket;;
ORCA-AAAA-0595;incorporacion de Centros en Matriz;Cerrado;;;;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;4250;abril 17, 2023 2:10 AM;abril 17, 2023 12:55 AM;abril 19, 2023 11:44 PM;abril 19, 2023 11:44 PM;Estimados buenas tardes, por error del PC (Área Quemchi), solicitamos que los Centro Curbita, Lamahue, Lleuna, Teupa, Coem, Aldachildo, Tutil los incorpore al Monitor 2, ya que al revisar las matrices, no se encuentran para abrir la visual de los Centros ya mencionados.Cualquier duda, favor llamar.  En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0597;Taraba6 alarmas inoperativas.;Cerrado;taraba6;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;1229;abril 19, 2023 4:00 AM;abril 19, 2023 3:15 AM;abril 19, 2023 11:44 PM;abril 19, 2023 11:44 PM;Buenas tardes.Mediante el presente informo que siendo las 17:32 se tiene contactó con personal del centro Taraba6 sr.- Jorge Salinas y se intenta realizar prueba de alarmas, desde el sistema Digifort en la central se ve que se activan las alarmas, pero el sr. Jorge nos indica que no se enciende ninguna luz ni mucho menos suena alguna bocina ya sea interior o exterior.Atte.Andrea Castro.Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Alarmas;;Bocina Interior,Baliza Interior,Baliza Exterior,Bocina Exterior;;;;;;Click here to view ticket;;
ORCA-AAAA-0592;Sin visual de los CC Guapo y CC Williams en la nube de la central de monitoreo.;Cerrado;Guapo;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;;Email;Central Monitoreo Multi X;3617;;abril 14, 2023 9:30 AM;abril 18, 2023 9:47 PM;abril 18, 2023 9:47 PM;Buenas noches:       Estimados, a la hora no contamos con visual de los centros CC Guapo y CC Williams enla nube de la central de monitoreo (Adjunto imagen de referencia).Les solicitamos por favor ayudarnos con este inconveniente.AtteDaniel Aguilera O.Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Central de Monitoreo;;;;;;;Grabación o visual en la nube;Click here to view ticket;;
ORCA-AAAA-0590;Sin visual de nube.;Cerrado;Bolados,Guapo;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;6262;abril 12, 2023 7:15 PM;abril 12, 2023 1:10 PM;abril 18, 2023 9:31 PM;abril 18, 2023 9:31 PM;Buenas noches.Estimados,Informo que se pierde visual de cámaras de la nube en central de monitoreo en los siguientes centros:Centro BoladosCentro GuapoCentro WilliamsFavor ruego gestionar dicho inconveniente.Atte.-Javiera Mansilla. Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0589;Sin visual en nube Puyuhuapi 2.;Cerrado;Puyuhuapi 2;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;8909;abril 10, 2023 7:30 PM;abril 10, 2023 4:50 PM;abril 18, 2023 9:19 PM;abril 18, 2023 9:19 PM;Buenos días    Estimados,Informo que se pierde visual de cámaras de la nube de centro cultivoPuyuhuapi 2 en la central de monitoreo. Favor ruego gestionar dicho inconveniente.  Atte.-Javiera Mansilla.Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Central de Monitoreo;;;;;;;Grabación o visual en la nube;Click here to view ticket;;
ORCA-AAAA-0588;Error en camara termal, Centro Raliguao.;Cerrado;;;raliguao;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;;Email;Central Seguridad_Say;8947;;abril 10, 2023 4:05 PM;abril 18, 2023 9:12 PM;abril 18, 2023 9:12 PM;Estimados buenos días, para comentar situación de la cámara termal que no está realizando los Presets (ya teniendo los Presets), la cual se refleja como si tuviera un fallo en la cámara, se aprecia que solamente se enfoca a un lugar en especifico y realizando un movimiento inusual, se adjunta video al respecto. En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Cámaras;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0586;Planilla de activaciones Orca .no esta registrando activaciones.;Cerrado;;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;;Email;Central Monitoreo Multi X;2837;;abril 04, 2023 6:00 AM;abril 06, 2023 5:17 AM;abril 06, 2023 5:17 AM;Buenas noches estimados.Se informa con hora de inicio 20:00 las primeras activaciones de Taraba 8, no llegaron a planilla de activaciones. solo sonaron y apuntaronDe igual forma se sacaron fotografías de respaldo con hora para conocimiento.Atte.,César Pacheco Inzunza.Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0584;Taraba6 no se pudo realizar prueba de alarma ya que no figura icono en el sistema;Cerrado;taraba6;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;4636;abril 02, 2023 5:10 AM;abril 02, 2023 1:55 AM;abril 06, 2023 5:16 AM;abril 06, 2023 5:16 AM;Buenas tardes.Mediante el presente informo que siendo las 17 hrs se intento realizar prueba de alarma con el centro Taraba6 pero no se logro cargar el sistema, no figura el icono para activar alarmas. Se actualizo el sistema en reiteradas ocasiones, pero a pesar de que al costado el centro sale conectado, no salen los iconos. Atte.Andrea Castro.Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Alarmas;;Bocina Interior,Baliza Interior,Bocina Exterior,Baliza Exterior,Foco Led;;;;;;Click here to view ticket;;
ORCA-AAAA-0585;Inoperatividad  alarmas  centro Quemada.;Cerrado;quemada;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;2866;abril 04, 2023 6:10 PM;abril 04, 2023 5:30 AM;abril 06, 2023 5:15 AM;abril 06, 2023 5:15 AM;Buenas noches estimado junto con saludarles.Se informa que, a la hora, se efectúa prueba de alarma con guardia John Alvarado. encontrándose todo sistema inoperativo, tanto alarmas y balizas de Centro Quemada.Atte,César Pacheco Inzunza.Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Alarmas;;Bocina Interior,Baliza Interior,Bocina Exterior,Baliza Exterior,Foco Led;;;;;;Click here to view ticket;;
ORCA-AAAA-0577;Taraba6, bocina exterior se encuentra inoperativa.;Cerrado;;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;Raul  Dodero;Email;Central Monitoreo Multi X;20313;;marzo 17, 2023 2:30 AM;abril 06, 2023 5:03 AM;abril 06, 2023 5:03 AM;Buenas tardes.Mediante el presente informo que siendo las 17:46 aprox. CC Taraba 6 se realizó prueba de alarmas con el sr. Luis Sandoval, encontrando como observación que labocina exterior se encuentra inoperativa.Sin otra Particular.Atte.Andrea Castro.Operadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0575;RE: Sin visual de camaras y radar en CC Jorge 11-03-23;Cerrado;jorge;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;;Email;Central Monitoreo Multi X;16943;;marzo 11, 2023 4:00 PM;marzo 28, 2023 6:22 PM;marzo 28, 2023 6:22 PM;"Buenas Días:           Estimados, por medio del presente les informamos que no contamos con visual del cámaras y radar del CC Jorge desde la central de monitoreo desde las 6:45 hrs, ante este horario presentaba intermitencia.6:14 hrs. Sistema Pro-Redes informa que hay caída de enlace de dicho Centro.Se adjunta prueba de enlace Se Contactó Don Raúl Palacios el cual nos indica que desde el centro si tienen visual de cámaras. Atte. Makarena TaucaneaOperadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com De: Central MonitoreoEnviado: sábado, 11 de marzo de 2023 7:17Para: Mesa de Ayuda &lt;mesadeayuda@multi-xsalmon.com&gt;Cc: Luis Riveros Suarez &lt;lriveros@multi-xsalmon.com&gt;; Gustavo Cardenas &lt;gcardenas@multi-xsalmon.com&gt;; Jaime Inostroza &lt;jinostroza@multi-xsalmon.com&gt;; Centro Jorge &lt;cjorge@multi-xsalmon.com&gt;Asunto: Sin visual de cámaras y radar en CC Jorge 11-03-23 Buenas Días:           Estimados, por medio del presente les informamos que no contamos con visual del cámaras y radar del CC Jorge desde la central de monitoreo desde las 6:45 hrs, ante este horario presentaba intermitencia.6:14 hrs. Sistema Pro Redes informa que hay caída de enlace de dicho Centro.Se adjunta prueba de enlace  Atte.Makarena TaucaneaOperadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ";Enlace;;;;;;Proveedor Satelnet;;Click here to view ticket;;
ORCA-AAAA-0582;Centro Curbita - Cambio de presets de camara laser y termal;Cerrado;;;curbita;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;2542;marzo 26, 2023 6:05 AM;marzo 25, 2023 10:15 PM;marzo 28, 2023 6:21 PM;marzo 28, 2023 6:21 PM;Se solicita modificación de los presets de camaras laser y termal de centro Curbita, debido a que los actuales no muestran las estructuras del centro. Presets para cámara laser. Preset cámara Termal. En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Central de Monitoreo;;;;;;;Grabación o visual en la nube;Click here to view ticket;;
ORCA-AAAA-0583;Inoperatividad de camara centro Puyuhuapi 1 en la nube sistema Orca ;Cerrado;Puyuhuapi 1;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;;Email;Central Monitoreo Multi X;1315;;marzo 27, 2023 8:25 PM;marzo 28, 2023 6:20 PM;marzo 28, 2023 6:20 PM;Buenas tardes estimados: Junto con saludar informo que a la hora no se tiene visual de cámara del centro Puyuhuapi 1 en la nube, favor de su ayuda para gestionar dicha inoperatividad. Sin otro particular Atte.-Margareth BarreraOperadores de CámaraAv. Cardonal 2501 – Puerto MonttCel:  +56 9 71352446www.multi-xsalmon.com ;Central de Monitoreo;;;;;;;Grabación o visual en la nube;Click here to view ticket;;
